acid_base_type,pka,Smiles
basic,8.899999619,CCN(CC)C(C)C=C(c1cccs1)c1cccs1
basic,8.210000038,CCN(CC)CC(=O)NC1CCCCC1
basic,9.770000458,CCN(CC)CC(O)CO
basic,7.0,CCN(CC)CCBr
basic,9.289999962,CCN(CC)CCCC#N
basic,10.22999954,CCN(CC)CCN1C(=O)Nc2ccccc2C1c1ccccc1
basic,9.300000191,CCN(CC)CCNc1nc2c(=O)c3ccccc3[nH]c2s1
basic,10.84000015,CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccccc3)C(=O)/C(=C/c3ccccc3)C2)cc1
basic,7.909999847,CCN1CC1
basic,7.0,CCN1CCc2onc(OC)c2C1
basic,11.02999973,CCNC(C)C
basic,9.75,CCNCc1ccccc1
basic,9.800000191,CCc1[nH]c2cc(F)ccc2c1C1CCN(CCCSc2ccc(F)cc2)CC1
acidic,7.800000191,CCc1c(-c2ccccc2)[nH][nH]c1=O
acidic,10.85000038,CCc1c(O)ccc(C(C)C)c1C
basic,2.589999914,CCc1cc(/N=N/c2ccc(N(C)C)cc2)ccc1C
acidic,4.190000057,CCc1cc(C(=O)O)cs1
acidic,10.90999985,CCc1cc(C(C)C)c(O)cc1C
acidic,3.380000114,CCc1ccc(C(=O)/C=C/C(=O)O)cc1
acidic,10.60999966,CCc1ccc(C(C)C)cc1O
basic,4.170000076,CCc1ccc(C)nn1
basic,9.899999619,CCc1ccc(CCCCN(C)C)cc1
basic,5.800000191,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CS(=O)(=O)C2
acidic,4.699999809,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
basic,5.440000057,CCc1ccnc2c1ccc1cccnc12
acidic,6.579999924,CCc1cnc(C(=O)O)cc1CC
basic,6.199999809,CCc1nc2ccccc2[nH]1
acidic,5.590000153,CCc1nn[nH]n1
acidic,8.5,CCc1oc2ccccc2c1C(=O)c1cc(C)c(O)c(C)c1
basic,4.0,CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21
basic,7.300000191,CCn1cc([C@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
acidic,3.450000048,CCn1nnc(CC(=O)O)n1
basic,7.5,CN(C(=O)N1CC(c2cc(F)ccc2F)=C[C@@]1(CO)c1ccccc1)C1CCN(C2CC2)CC1
basic,6.599999905,CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@@H](F)C1
basic,8.460000038,CN(C)/C=N/c1ccc(Cl)cc1
basic,7.96999979,CN(C)/C=N/c1cccc(Cl)c1
basic,6.849999905,CN(C)/C=N/c1ccccc1Cl
acidic,4.800000191,CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(-c3noc(=O)[nH]3)cc21
acidic,3.00999999,CN(C)C(=O)OCC(=O)O
acidic,3.339999914,CN(C)C(=S)SCC(=O)O
basic,3.900000095,CN(C)c1cc[n+]([O-])cc1
basic,4.25,CN(C)c1ccc(Br)cc1
basic,7.309999943,CN(C)c1ccc2cc3c(ccc4ccccc43)nc2c1
basic,2.970000029,CN(C)c1cccc(C#N)c1
basic,4.889999866,CN(C)c1ncc(-c2ccccc2)s1
basic,8.579999924,CN(C)c1noc(C2=CCCNC2)n1
basic,4.239999771,CN(CCC#N)CCC#N
acidic,9.93999958,CN(O)C(=O)C(C)(C)C
basic,6.96999979,CN(c1ccccc1Nc1c2ccccc2nc2ccccc12)S(C)(=O)=O
acidic,10.80000019,CN1C(=O)C(C)(C)NC1=S
basic,7.300000191,CN1C(=O)C(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N
basic,7.599999905,CN1CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)C1=O
basic,5.699999809,CN1CC=CCN1C
basic,6.699999809,CNC(=O)/C=C(\c1ccc2nc(N)n(C3CCCC3)c2c1)c1ccccc1F
basic,7.900000095,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
basic,9.0,CNC(=S)N(C)CCNc1c2ccccc2nc2ccccc12
basic,6.0,CNCC(F)(F)F
basic,7.869999886,CNN
basic,5.199999809,CNNC
basic,4.75,CNOC
acidic,8.859999657,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F
basic,5.929999828,CNc1ccc(OC)cc1
basic,4.800000191,CNc1ccccc1
basic,7.130000114,CNc1ccccn1
basic,5.360000134,CNc1nccn2cc(-c3ccc([S+](C)[O-])cc3OC)nc12
basic,7.650000095,CO/N=C(\C#N)C1=CCCN(C)C1
basic,8.600000381,CO/N=C(\C#N)C1=CCCNC1
basic,8.899999619,COC(=O)C(N)CCCCNC(=O)OC(C)(C)C
basic,7.0,COC(=O)C(N)Cc1ccccc1
basic,8.699999809,COC(=O)C1=CCCNC1
basic,8.449999809,COC(=O)C1CCCN(C)C1
acidic,10.60000038,COC(=O)C=C(C)O
acidic,10.80000019,COC(=O)CC1c2ccc(Cl)cc2NC(=O)C1S(=O)(=O)c1ccccc1
acidic,7.300000191,COC(=O)N1CCc2c(s[nH]c2=O)C1
basic,7.239999771,COC(=O)Nc1ccccc1Nc1c2ccccc2nc2ccccc12
acidic,8.0,COC(=O)[C@H](NC(=O)Cc1ccccc1)[C@@H]1SC(C)(C)[C@H]2C(=O)NC(=S)N12
acidic,8.279999733,COC(=O)c1ccc(OS(N)(=O)=O)cc1
basic,9.720000267,COC(=N)N
basic,9.569999695,COC1CCN(C(=O)c2ccc3cc(OCCCN4CCCCC4)ccc3c2)CC1
acidic,8.100000381,COCC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1
acidic,4.590000153,COCC1=C(C(=O)O)C2C=CC1C2
acidic,4.309999943,COCC1=C(C(=O)O)CC1
acidic,4.5,COCC1=C(C(=O)O)CCC1
basic,7.5,COCC1CC(C(=O)NC[C@H]2CCCO2)CN(Cc2nc(N3CCOCC3)oc2C)C1
basic,9.920000076,COCCCN
basic,7.21999979,COCCNC(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)C2
basic,3.700000048,COCCNc1cccc(OC)c1
basic,9.0,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CCC(N(C)C)CC4)cc(=O)oc3c2C)OC1(C)C
acidic,9.600000381,CO[C@H]1C(=O)N2C(C(=O)c3ccccc3)=C(C)CS(=O)(=O)[C@H]12
acidic,4.760000229,CO[C@H]1C[C@H]1C(=O)O
acidic,3.549999952,CO[C@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]1O
basic,4.75,COc1c(C)ncc(CO)c1C=O
acidic,3.5,COc1c(CC=C(C)C)c(O)c(C(=O)O)c(CCc2ccccc2)c1CC=C(C)C
basic,5.0,COc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1
basic,5.579999924,COc1cc(-n2cncc2-c2ccc3ccccc3c2)cc(OC)c1OC
basic,8.840000153,COc1cc(Br)cc(C(=O)N[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1OC
basic,9.020000458,COc1cc(C(=O)N[C@@H]2CCC[C@@H]3CCN(C)C[C@@H]32)cc(OC)c1OC
acidic,4.130000114,COc1cc(C(=O)O)ccc1C
basic,4.199999809,COc1cc(C(C#N)N2CCCC2)cc(OC)c1OC
acidic,4.199999809,COc1cc(C)c(C(=O)O)cc1-c1ccc(C#CCO)s1
acidic,4.800000191,COc1cc(C)c(S(=O)(=O)NC(C)=O)cc1-c1ccc(C#CCO)s1
acidic,9.789999962,COc1cc(CO)ccc1O
acidic,4.5,COc1cc(NS(=O)(=O)C(F)(F)F)cc(OC)c1Oc1ccc(C#N)c(Cl)c1
acidic,5.980000019,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
basic,10.14999962,COc1cc(OC)c(NC2=NCCN2)cc1Cl
acidic,9.600000381,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2
basic,5.0,COc1cc2c(cc1OC)-c1c(-c3cncs3)nc(C)n1CC2
basic,4.300000191,COc1cc2c(cc1OC)-c1c(-c3cncs3)ncn1CC2
basic,8.090000153,COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3
basic,11.10000038,COc1cc2c(cc1OC)NC(N)=NC2
basic,7.300000191,COc1cc2c(cc1OC)NCC2
acidic,6.5,COc1cc2ccc(=O)oc2cc1O
basic,6.699999809,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
acidic,3.309999943,COc1ccc(-c2cc(C(=O)O)[nH]n2)cc1
acidic,7.690000057,COc1ccc(-c2nc3nc(SC)nnc3[nH]2)c(OC)c1
basic,9.300000191,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(C)c4)C3)o2)cc1
basic,8.600000381,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(F)c4)C3)o2)cc1
basic,8.0,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)CC5(C)COC5)cc4)C3)o2)cc1
basic,9.0,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCC(C)(O)C5)cc4)C3)o2)cc1
basic,9.899999619,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC5)cc4)C3)o2)cc1
basic,4.53000021,COc1ccc(/N=N/c2ccncc2)cc1
acidic,4.539999962,COc1ccc(C(=O)O)c(C)c1
acidic,4.449999809,COc1ccc(C(=O)O)cc1
acidic,10.94999981,COc1ccc(C(=S)Nc2ccc(Br)cc2)cc1
acidic,11.27000046,COc1ccc(C(=S)Nc2ccccc2)cc1
basic,4.630000114,COc1ccc(C(CCC(N)C(F)(F)F)(c2ccccc2)c2ccc(C)cc2)cc1
basic,9.67142868,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
basic,9.020000458,COc1ccc(C(O)CN)cc1
basic,5.300000191,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)C(C(C)C)=N2)cc1
basic,8.899999619,COc1ccc(C2CCCN2C)cc1
basic,8.739999771,COc1ccc(C=O)cc1C(=O)N[C@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1
acidic,4.360000134,COc1ccc(CC(=O)O)cc1
basic,9.529999733,COc1ccc(CC(C)N)cc1
basic,8.659999847,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
basic,9.869999886,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
acidic,7.349999905,COc1ccc(Cc2cc(=O)c3ccc(O)cc3o2)cc1
basic,4.130000114,COc1ccc(Cl)c2cccnc12
acidic,6.0,COc1ccc(Cn2cc(C(=O)O)c(=O)c3c(F)ccc(F)c32)cc1
basic,7.510000229,COc1ccc(N2CCN(CCCCNC(=O)c3ccc4nonc4c3)CC2)cc1
basic,7.900000095,COc1ccc(NC(=O)C2=CCCN(C)C2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1
acidic,10.19999981,COc1ccc(NC(=O)NO)cc1
acidic,11.35999966,COc1ccc(NC(=S)c2ccccc2)cc1
acidic,11.73999977,COc1ccc(NC=S)cc1
acidic,8.880000114,COc1ccc(NS(=O)(=O)c2ccccc2)cc1
acidic,10.23999977,COc1ccc(O)cc1
basic,9.600000381,COc1ccc(OC(=O)NCCCN)cc1
acidic,10.21000004,COc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1
acidic,11.52999973,COc1ccc(S(=O)(=O)NCc2ccccc2)cc1
acidic,9.18999958,COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1
acidic,9.930000305,COc1ccc(S(N)(=O)=O)cc1
basic,7.5,COc1ccc([C@@]2(F)C[C@@H]2N)cc1
basic,7.400000095,COc1ccc([C@@]2(F)C[C@@H]2N)cc1OC
basic,8.100000381,COc1ccc(N=C(N)c2cccs2)cc1CSC1CCCC1
basic,7.090000153,COc1ccc2[nH]c3c(C)nccc3c2c1
basic,2.150000095,COc1ccc2c(c1)C(O)N(C)C=C2
basic,6.199999809,COc1ccc2c(c1)CC(C)N2
basic,8.81499958,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
basic,8.050000191,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
basic,8.829999924,COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@@H](C2)N(C)CC[C@]314
basic,9.229999542,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314
basic,7.119999886,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H]([C@H]2O)N(C)CC[C@@]341
basic,8.710000038,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
acidic,4.570000172,COc1ccc2cc(C(C)C(=O)O)ccc2c1
acidic,4.171249866,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
basic,9.800000191,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1
basic,6.5,COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1
basic,7.099999905,COc1cccc(C(=O)CCN2CCOCC2)c1
basic,6.239999771,COc1cccc(C(=O)NCCN2CCN(c3noc4ccccc34)CC2)c1
acidic,3.720000029,COc1cccc(C(=O)O)c1C
basic,7.210000038,COc1cccc(Nc2c3ccccc3nc3ccccc23)c1
acidic,7.239999771,COc1cccc(O)c(=O)c1
basic,8.680000305,COc1cccc2c1CN(C1CC3CCC(C1)N3Cc1ccccc1)C2=O
acidic,6.760000229,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)c(Cl)c1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1
acidic,6.539999962,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1
basic,5.690000057,COc1cccc2ccc(C)nc12
basic,8.109999657,COc1ccccc1/N=C/N(C)C
basic,7.610000134,COc1ccccc1N1CCN(CCCn2c(C)cn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1
basic,8.635000229,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
basic,3.200000048,COc1ccccn1
acidic,7.639999866,COc1nc(-n2[nH]c(C)cc2=O)nc(C)c1C
acidic,8.399999619,COc1nc(C)cc(=O)[nH]1
acidic,10.0,COc1nc(N)c2[nH]cnc2n1
basic,3.130000114,COc1ncnc2ccccc12
basic,6.0,COc1noc2c1CN(Cc1ccccc1)CC2
acidic,4.199999809,CS(=O)(=O)NC(=O)Nc1ccc(C(F)(F)F)cc1
acidic,10.25,CS(=O)(=O)c1ccc(S(=O)(=O)NCc2ccccc2)cc1
acidic,2.980000019,CSC(=S)N(C)CC(=O)O
basic,7.139999866,CSC(N)=Nc1ccccc1
basic,2.450000048,CSc1ccc(N)c(I)c1
basic,3.440000057,CSc1ccc(N)cc1I
basic,4.75,CSc1ccc2ncccc2c1
basic,4.5,CSc1cccc2ncccc12
acidic,3.890000105,CSc1ccccc1C(=O)O
basic,5.96999979,CSc1ccncc1
acidic,4.0,C[C@@H](C(=O)O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
acidic,5.039999962,C[C@@H]1CCCC[C@@H]1C(=O)O
acidic,6.5,C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)Cc1cc(=O)[nH]o1)c1ccccc1
basic,7.300000191,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(N)=N1
basic,10.89999962,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(N)=N1
basic,8.300000191,C[C@@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC(N)=N1
basic,9.050000191,C[C@H](CCCNCc1ccccc1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
acidic,7.0,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12
acidic,5.039999962,C[C@H]([C@H]1C[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
basic,10.64999962,C[C@H]1CCC[C@@H](C)N1CC(C)(C)O
acidic,5.039999962,C[C@H]1CC[C@@H](C(=O)O)CC1
acidic,4.690000057,C[C@H]1CC[C@@H](C)[C@@H]1C(=O)O
acidic,5.400000095,C[C@H]1CC[C@@H](C)[C@H]1C(=O)O
basic,11.47999954,C[C@H]1CC[C@@H]2CC[C@@H](C)N12
basic,8.739999771,C[C@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccc(F)cc1
basic,10.10000038,C[C@H]1C[C@@H]2CCC[C@@H]2N1C
basic,9.130000114,C[C@H]1C[C@]23[C@H]4CCCN2CCC[C@@H]3[C@@H](C[C@@H]4O)C1=O
acidic,3.900000095,C[C@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O
basic,9.489999771,C[C@]1(O)CCCC[C@@H]1N
basic,5.800000191,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F
basic,7.900000095,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@@H]1F
basic,6.300000191,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F
basic,7.800000191,C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F
basic,9.699999809,C[C@]1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)c2ccccc21
acidic,9.800000191,C[N+](C)(C)CCc1ccc(O)cc1
acidic,8.890000343,C[N+](C)(C)Cc1cccc(O)c1
acidic,8.710000038,C[N+](C)(C)Cc1ccccc1O
basic,9.75,CN(C)CC(C)(C)C
basic,6.099999905,CN(C)CC(CSC#N)SC#N
basic,8.840000153,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
basic,8.039999962,CN(C)CC1=CC2c3ccccc3C1c1ccccc12
basic,9.5,CN(C)CCC(C)(C)Cc1ccc(C(C)(C)C)cc1
basic,9.850000381,CN(C)CCC(c1ccccc1)c1ccc(-c2ccccc2)cc1
basic,9.68999958,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
basic,10.0,CN(C)CCCCC(=O)Oc1ccccc1
basic,9.585000038,CN(C)CCCCCNC(=O)CN=O
basic,9.470000267,CN(C)CCCCNC(=O)CN=O
basic,9.600000381,CN(C)CCCCc1ccc(C2(O)COC2)cc1
basic,10.61999989,CN(C)CCCc1ccc(Br)cc1
basic,8.640000343,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1
basic,8.399999619,CN(C)Cc1ccccc1C(=O)N(CCc1ccc(Cl)cc1)C1CCC2(CC1)OCCO2
basic,10.42000008,CN(C)[C@H]1CCCC[C@@H]1O
basic,8.5,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
basic,9.369999886,CN(CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)CC1CC1
basic,8.5,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
basic,6.639999866,CN1C2CC(OC(=O)c3c[nH]c4ccccc34)CC1C1OC12
basic,8.340000153,CN1C2CCC1CC(=NOC(c1ccccc1)c1ccc(Cl)cc1)C2
basic,2.700000048,CN1C=C(C#N)CCC1
basic,9.920000076,CN1CC=CC1
basic,8.869999886,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
basic,8.899999619,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
basic,9.539999962,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
basic,7.53000021,CN1CCOCC1
basic,9.180000305,CN1CC[C@H]2CCC[C@@H](NC(=O)c3ccccc3)[C@H]2C1
basic,8.840000153,CN1C[C@H](CO)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21
basic,9.761249542,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2
basic,10.52000046,CNC(C)CC1CCCCC1
basic,9.119999886,CNC(CO)CO
basic,7.494999886,CNC1(c2ccccc2Cl)CCCCC1=O
basic,8.350000381,CNCC(N)=O
basic,9.31000042,CNCC(O)c1ccccc1
basic,10.18000031,CNCC1CC2c3ccccc3C1c1ccccc12
basic,8.199999809,CNCCCC1c2ccccc2C=Cc2ccccc21
basic,10.5,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12
basic,10.57999992,CNCCCc1ccccc1
basic,9.970000267,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
basic,9.31000042,CNCc1cc(-c2cccc(F)c2)n(S(=O)(=O)c2ccc(C)cc2)c1
basic,9.930000305,CNCc1ccc(C)cc1
basic,9.555000305,CN[C@@H](C)[C@H](O)c1ccccc1
basic,11.08500004,CN[C@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C
acidic,10.60000038,C[n+]1c2ccccc2c(Nc2ccccc2)c2[nH]c3ccccc3c21
acidic,10.97999954,C[n+]1cccc(CC(=O)c2ccccc2)c1
acidic,5.889999866,Cc1[nH]c2ccccc2c1C(=O)O
acidic,4.670000076,Cc1[nH]c2ccccc2c1CC(=O)O
basic,5.800000191,Cc1[nH]c2ccccc2c1CCN(CCC(F)F)Cc1ccc(CCC(=O)N=O)cc1
acidic,5.800000191,Cc1[nH]ccc1C(=O)O
basic,8.430000305,Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12
acidic,10.89999962,Cc1[nH]n(C)c(=O)c1Cc1ccccc1
basic,3.180000067,Cc1[nH]nc2c(N)cccc12
basic,4.0,Cc1[nH]nc2cc(N)ccc12
acidic,3.859999895,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(F)c2n1CC(=O)O
acidic,3.829999924,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(S(C)(=O)=O)c2n1CC(=O)O
acidic,4.150000095,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2ccccc2n1CC(=O)O
basic,7.699999809,Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C[C@H](O)CO)C2
acidic,4.329999924,Cc1c(C(=O)O)[nH]c2ccccc12
basic,4.139999866,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3
basic,4.489999771,Cc1c(N)ccc2c1-c1c(ccc3ccccc13)C2
basic,8.699999809,Cc1c(OCCN)no[n+]1[O-]
basic,6.599999905,Cc1c2ccccc2c(CN2CCOCC2)c2ccccc12
basic,8.390000343,Cc1cnc(C)[nH]1
basic,4.099999905,Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cnccn1
basic,4.840000153,Cc1cc(-c2ccccc2)nn2ccnc12
acidic,9.100000381,Cc1cc(=O)n(-c2ccccc2)[nH]1
acidic,7.599999905,Cc1cc(Br)cc(Br)c1O
acidic,3.769999981,Cc1cc(Br)ccc1C(=O)O
basic,3.579999924,Cc1cc(Br)ccc1N
basic,3.5,Cc1cc(C(=O)N2CCCC2c2ccc(-c3cccc(Cl)c3)nc2)no1
acidic,4.03000021,Cc1cc(C(=O)O)ccc1Br
basic,4.300000191,Cc1cc(C)c(C)c(N)c1C
acidic,11.18000031,Cc1cc(C)c(O)c(C(C)C)c1
basic,10.39999962,Cc1cc(C)c2nc(C)cc(N)c2c1
basic,5.960000038,Cc1cc(C)c2ccc3cccnc3c2n1
basic,3.049999952,Cc1cc(C)c2nc(-c3ccccn3)cc(C(=O)Nc3ccc4ccccc4c3)c2c1
basic,6.820000172,Cc1cc(C)cc(C(=N)c2ccccc2)c1
basic,2.230000019,Cc1cc(C)n(-c2cc(C)[nH]n2)n1
acidic,6.199999809,Cc1cc(C=O)c(O)c(C=O)c1
acidic,4.699999809,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
acidic,9.920000076,Cc1cc(CO)c(O)c(CO)c1
basic,10.25,Cc1cc(Cl)cc(C)c1NC1=NCCN1
basic,9.029999733,Cc1cc(Cl)cc(Cl)c1NC1=NCCN1
acidic,3.75,Cc1cc(Cl)ccc1C(=O)O
basic,7.400000095,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)CO[C@@H]2F)c1
basic,4.369999886,Cc1cc(N(C)C)cc[n+]1[O-]
basic,9.43999958,Cc1cc(N)c2ccccc2n1
basic,9.43999958,Cc1cc(N)ccn1
basic,6.25,Cc1cc(N)ncn1
basic,10.10000038,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(C)n(C)n1
basic,4.800000191,Cc1cc(SSc2cc(C)nn2-c2ccccc2)n(-c2ccccc2)n1
basic,7.300000191,Cc1cc2nc(C(=O)N(C)C)cc(NCc3c(C)cccc3C)c2[nH]1
basic,4.409999847,Cc1cc2cccc(C)c2nc1C
basic,5.260000229,Cc1cc2cccnc2c2ncccc12
basic,9.300000191,Cc1cc2nc(N=C(N)N)nc(C)c2cc1C
basic,6.039999962,Cc1cc2nc[nH]c2cc1C
basic,6.0,Cc1cc2ncn(C)c2cc1C
acidic,4.570000172,Cc1cc2nnn(O)c2cc1Cl
basic,6.019999981,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
acidic,3.579999924,Cc1ccc(Br)cc1C(=O)O
acidic,9.43999958,Cc1ccc(C(=O)Oc2ccccc2)c(O)c1
acidic,5.0,Cc1ccc(C(=O)O)[nH]1
acidic,3.420000076,Cc1ccc(C(=O)O)o1
acidic,3.440000057,Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
acidic,10.97000027,Cc1ccc(C(=S)Nc2ccc(F)cc2)cc1
acidic,10.64999962,Cc1ccc(C(C)C)c(O)c1
acidic,4.179999828,Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1
basic,6.400000095,Cc1ccc(C)nc1
basic,3.99000001,Cc1ccc(C)nn1
basic,5.349999905,Cc1ccc(C2NCCS2)cc1
acidic,4.739999771,Cc1ccc(CCC(=O)O)cc1
acidic,3.119999886,Cc1ccc(Cl)c(C(=O)O)c1
acidic,2.950000048,Cc1ccc(I)c(C(=O)O)c1
basic,5.070000172,Cc1ccc(N)cc1
basic,4.050000191,Cc1ccc(N)cc1Cl
basic,4.690000057,Cc1ccc(N2CCCC2)cc1
basic,7.800000191,Cc1ccc(NC(=O)CN2CCCCC2)c(C)c1
basic,7.849999905,Cc1ccc(NC(=O)CN2CCCCC2)cc1
acidic,3.359999895,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c(C(=O)O)c1
acidic,10.89000034,Cc1ccc(NC(=S)c2cccc(Br)c2)cc1
